original_gene_id	gene	gene_symbol_mapped	effect_size	adjusted_p_value	raw_p_value	cell_type	comparison	dataset_name	timepoint	ensembl_id	source_file
RASGEF1B	RASGEF1B	RASGEF1B	0.40026521716887	1.46184836537798e-29	4.77712612456448e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ALPK1	ALPK1	ALPK1	0.322988654231377	2.58177581318677e-29	8.43690014439649e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ANO6	ANO6	ANO6	0.30063518949946	2.89273308130741e-29	9.45306715894058e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GABARAP	GABARAP	GABARAP	-0.290810637826783	2.89561351864003e-29	9.46248004522738e-34	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZNF407	ZNF407	ZNF407	0.343155503664928	4.67622733672256e-29	1.52812892935609e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ELF2	ELF2	ELF2	0.313304268169177	5.70050568535003e-29	1.86284947725565e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PFDN5	PFDN5	PFDN5	-0.300430077509055	6.41977413227492e-29	2.09789684398383e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FYN	FYN	FYN	0.361324631961677	6.95621213426091e-29	2.27319765179599e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CAST	CAST	CAST	0.263691976923299	7.52855843913749e-29	2.46023281563919e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GBE1	GBE1	GBE1	0.266948111705285	8.82032163901393e-29	2.88236385706805e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PIBF1	PIBF1	PIBF1	0.273059103766216	9.75645660028313e-29	3.1882803177292e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DNAJC13	DNAJC13	DNAJC13	0.264129456512457	1.06067294555019e-28	3.46613818355673e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LSP1	LSP1	LSP1	-0.301973897231927	1.12445570069439e-28	3.67457174829054e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PDGFC	PDGFC	PDGFC	0.283672036352098	1.37918362986836e-28	4.50698875810712e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SMAD2	SMAD2	SMAD2	0.270856306818211	1.52462134190542e-28	4.98225986701552e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CNTRL	CNTRL	CNTRL	0.275265072554007	1.66918208298038e-28	5.45466515140153e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PRKCB	PRKCB	PRKCB	0.286951059292456	2.1176818154449e-28	6.92030265496194e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SNX13	SNX13	SNX13	0.280597645008958	2.60720218599542e-28	8.51999015063369e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CD55	CD55	CD55	0.383645547037256	2.84048288694332e-28	9.28232046973405e-33	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TAFA2	TAFA2	TAFA2	0.366964661034036	3.98804982459294e-28	1.30324166680597e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PIAS1	PIAS1	PIAS1	0.276907111892808	5.31624650929555e-28	1.73727868674081e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
KLHL2	KLHL2	KLHL2	0.272029794557299	6.25715490219065e-28	2.04475504140082e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PRKAG2	PRKAG2	PRKAG2	0.285624093019218	6.82183568777938e-28	2.22928521544374e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CELF2	CELF2	CELF2	0.275036591108504	7.79934532719639e-28	2.54872237090173e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MEF2A	MEF2A	MEF2A	0.286262095574507	1.03871776812156e-27	3.39439158237169e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SENP6	SENP6	SENP6	0.252374626197063	1.11605682502633e-27	3.64712533912725e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TANK	TANK	TANK	0.288885987616455	1.1647015224363e-27	3.80608974359106e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RPS6KC1	RPS6KC1	RPS6KC1	0.297299948896992	1.23032210477042e-27	4.02052908326663e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SGMS1	SGMS1	SGMS1	0.276666732140901	1.6944222355509e-27	5.53714661465607e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RB1	RB1	RB1	0.323828610529616	1.75282072758817e-27	5.72798512332331e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CERS6	CERS6	CERS6	0.320983463502447	2.18101974274985e-27	7.1272825814511e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TAOK3	TAOK3	TAOK3	0.27727822367104	2.4069134085823e-27	7.8654730518032e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NF1	NF1	NF1	0.292249713361403	3.05271962417843e-27	9.97588191293889e-32	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LARP4B	LARP4B	LARP4B	0.25413273968911	3.68254741515412e-27	1.20340754065361e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FOXO3	FOXO3	FOXO3	0.296870923210549	3.69116576768092e-27	1.20622390368972e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SMCHD1	SMCHD1	SMCHD1	0.324711275380385	4.38355123932317e-27	1.43248627146929e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VAV3	VAV3	VAV3	0.341349932200411	4.91610132185077e-27	1.60651655888722e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
APBB1IP	APBB1IP	APBB1IP	0.287736603989865	5.26851775388134e-27	1.7216815639624e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SRBD1	SRBD1	SRBD1	0.286087479906588	5.88400430963932e-27	1.92281438830081e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CERT1	CERT1	CERT1	0.277358569705966	8.99857740862231e-27	2.94061547290033e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PLBD1	PLBD1	PLBD1	0.304170211540209	1.03444696946547e-26	3.38043518011005e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NCF2	NCF2	NCF2	0.261121675651521	1.20287093960419e-26	3.93082232477433e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NFIA	NFIA	NFIA	0.279247462512284	1.21590033776543e-26	3.97340066587834e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
R3HDM1	R3HDM1	R3HDM1	0.266492962295004	1.23340128770364e-26	4.03059144375558e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AGO4	AGO4	AGO4	0.268826293617246	1.35254749677519e-26	4.41994541608179e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZFHX3	ZFHX3	ZFHX3	0.280199383985729	1.41900425729503e-26	4.6371172749094e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SAMSN1	SAMSN1	SAMSN1	0.382101286027987	1.81186885534447e-26	5.92094655515986e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FBN2	FBN2	FBN2	0.29731482066964	2.2627298780764e-26	7.39430044141173e-31	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SLC36A4	SLC36A4	SLC36A4	0.287997176083807	3.9265540379153e-26	1.28314566122522e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CLIP4	CLIP4	CLIP4	0.262629037742355	1.27853289756497e-25	4.17807554512915e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ANKRD17	ANKRD17	ANKRD17	0.274485751574299	1.43644386071871e-25	4.69410758053237e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAP2K1	MAP2K1	MAP2K1	0.260584224603974	1.98966286730687e-25	6.50195375088027e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FOS	FOS	FOS	-0.311414590439836	2.1676832116433e-25	7.08370057071109e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UBE2D1	UBE2D1	UBE2D1	0.260676387019839	2.16898391007228e-25	7.08795108026628e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATXN7L1	ATXN7L1	ATXN7L1	0.254744562024876	2.20507750449579e-25	7.20590014867418e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CREB1	CREB1	CREB1	0.315044263072369	2.48435958869673e-25	8.11855687296733e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LYN	LYN	LYN	0.287772437210768	2.66658312531674e-25	8.71403916642181e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
C20orf194	C20orf194	C20orf194	0.251706749217381	2.89824272998418e-25	9.47107195838105e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FMN1	FMN1	FMN1	0.354998544487535	3.01290704191831e-25	9.8457796866714e-30	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MNDA	MNDA	MNDA	0.320283166436164	7.4704606930772e-25	2.44124724455972e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHCHD3	CHCHD3	CHCHD3	0.256071580211552	1.08714284489771e-24	3.55263829579983e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RAB10	RAB10	RAB10	0.263991971875112	1.19533994595663e-24	3.90621203868054e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HDAC8	HDAC8	HDAC8	0.280981583179583	1.63711944192952e-24	5.34988870275326e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PPM1L	PPM1L	PPM1L	0.358965600994705	1.88195118653594e-24	6.14996629697048e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ADAM17	ADAM17	ADAM17	0.298984082794308	2.03708752120467e-24	6.65693121533503e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AFTPH	AFTPH	AFTPH	0.257417563844621	2.27901685085735e-24	7.44752410332129e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZDHHC20	ZDHHC20	ZDHHC20	0.30543347161311	2.5035635376075e-24	8.18131282509559e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AC027097.2	AC027097.2	AC027097.2	0.250101674602093	2.52225279611307e-24	8.24238683740095e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VRK2	VRK2	VRK2	0.280281904739301	2.57546184444569e-24	8.41626693390965e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SARAF	SARAF	SARAF	-0.293795485377464	3.04275449903678e-24	9.94331720870814e-29	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LRRFIP1	LRRFIP1	LRRFIP1	0.296296334915031	5.18880931973036e-24	1.69563390730053e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UGGT2	UGGT2	UGGT2	0.265523987729896	5.73217235455567e-24	1.87319772378539e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CDK19	CDK19	CDK19	0.25093248191263	7.96797012776639e-24	2.60382671408333e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NRG1	NRG1	NRG1	0.540375037154758	8.04620729352157e-24	2.62939357979202e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TMEM154	TMEM154	TMEM154	0.263708404088872	8.15339265145506e-24	2.66442032987649e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RSRC1	RSRC1	RSRC1	0.298605300138678	9.37487373975958e-24	3.06358411155177e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SHOC2	SHOC2	SHOC2	0.260915960125477	1.12022984211067e-23	3.6607622042112e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TTC7A	TTC7A	TTC7A	0.250888375189396	1.32731191298812e-23	4.33747888300422e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SERF2	SERF2	SERF2	-0.263639694913195	2.47901624383948e-23	8.10109553230116e-28	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NLK	NLK	NLK	0.258750492962367	3.24280870352345e-23	1.05970677543984e-27	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CSGALNACT2	CSGALNACT2	CSGALNACT2	0.257643766936379	4.15267423752284e-23	1.35703873648666e-27	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FCN1	FCN1	FCN1	0.253121575756533	6.81476289064426e-23	2.22697391936351e-27	CD14+ Monocyte	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
