original_gene_id	gene	gene_symbol_mapped	effect_size	adjusted_p_value	raw_p_value	cell_type	comparison	dataset_name	timepoint	ensembl_id	source_file
RABGAP1L	RABGAP1L	RABGAP1L	0.383995549086685	1.22338216533506e-17	3.99785028376544e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ITPR2	ITPR2	ITPR2	0.3340585470282	1.27912880469094e-17	4.1800228903988e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AC023424.3	AC023424.3	AC023424.3	0.259867126755111	1.38291408295398e-17	4.51917938287631e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ZRANB2	ZRANB2	ZRANB2	0.251778612053224	1.71753832056503e-17	5.61268690750313e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GIGYF2	GIGYF2	GIGYF2	0.265793844898573	1.8892748334619e-17	6.1738990015421e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CEP350	CEP350	CEP350	0.286871755650953	1.95413145291794e-17	6.38584181209092e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
KIAA1328	KIAA1328	KIAA1328	0.368276638938254	2.25331901274476e-17	7.36354698455854e-22	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AC019197.1	AC019197.1	AC019197.1	0.447728962520527	3.11900923559357e-17	1.01925075507126e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DIAPH2	DIAPH2	DIAPH2	0.387056695464288	3.45171363434581e-17	1.12797412971661e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MACROD2	MACROD2	MACROD2	0.282355234707042	3.5661798818332e-17	1.16538017771746e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DDX10	DDX10	DDX10	0.278014899146862	3.70781464565135e-17	1.21166453568555e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SSBP2	SSBP2	SSBP2	0.437231996640503	3.74752132151519e-17	1.22464014950988e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
WARS2-AS1	WARS2-AS1	WARS2-AS1	0.25630399644668	3.76616711458797e-17	1.2307333468148e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SCFD2	SCFD2	SCFD2	0.381831380132564	4.05149184249905e-17	1.32397367487959e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PPIA	PPIA	PPIA	-0.333283897855851	4.49629011915414e-17	1.4693278386831e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SF1	SF1	SF1	-0.345129800472568	4.90625582759389e-17	1.60329918224695e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MACF1	MACF1	MACF1	0.290134751675854	6.32982478771048e-17	2.06850259393826e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PTPRC	PTPRC	PTPRC	0.259305360038927	6.80947391492569e-17	2.22524555240864e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
C1GALT1	C1GALT1	C1GALT1	0.282643505234521	7.99861686938492e-17	2.61384166183619e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
S100A4	S100A4	S100A4	-0.324812884823262	9.54736832929279e-17	3.1199530503228e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
NIN	NIN	NIN	0.293474348102567	9.78558477140994e-17	3.19779901683277e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TAF15	TAF15	TAF15	0.272963618419671	1.10093276365906e-16	3.59770191712383e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SESTD1	SESTD1	SESTD1	0.323535529125655	1.32117630082038e-16	4.31742851808888e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TPR	TPR	TPR	0.259018306134337	1.48906371297828e-16	4.86606226260018e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MAP4K4	MAP4K4	MAP4K4	0.288316388671631	1.77387157550013e-16	5.79677649586658e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PLEKHA2	PLEKHA2	PLEKHA2	0.323159361748083	2.28118857348074e-16	7.45462100415262e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TTC14	TTC14	TTC14	0.252593307557425	2.28828736822801e-16	7.47781892169539e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
WDFY2	WDFY2	WDFY2	0.297061378374683	2.35137229515808e-16	7.68397207659253e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AIM2	AIM2	AIM2	0.269058186520905	2.46712302426373e-16	8.06223007177456e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ATP5MG	ATP5MG	ATP5MG	-0.260046635198115	2.68071939499085e-16	8.7602346164859e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CHD9	CHD9	CHD9	0.322032757190313	2.893368332246e-16	9.45514307455965e-21	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ADD1	ADD1	ADD1	0.260051137882156	3.5651077776015e-16	1.16502982830675e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LPP	LPP	LPP	0.35300270557153	3.67445396315793e-16	1.20076270813304e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ARGLU1	ARGLU1	ARGLU1	0.25285164671845	4.00276302063009e-16	1.30804974367834e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ADD3	ADD3	ADD3	0.296916956979132	4.07666816228814e-16	1.33220096150065e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
C2CD5	C2CD5	C2CD5	0.276475950788648	4.38257485451759e-16	1.43216720189457e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CSNK1G3	CSNK1G3	CSNK1G3	0.287636239493146	4.70895194410953e-16	1.53882289601958e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HERC4	HERC4	HERC4	0.343324164094328	5.1551614648192e-16	1.68463823561949e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ARAP2	ARAP2	ARAP2	0.322613055501555	5.81336988367101e-16	1.89973199688605e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UQCRB	UQCRB	UQCRB	-0.252762283653202	7.44749061574884e-16	2.43374092864574e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
MTAP	MTAP	MTAP	0.272165624446763	7.71443094306011e-16	2.52097347899092e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-E	HLA-E	HLA-E	-0.337280813022042	7.80351624807114e-16	2.5500853723967e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CRIP1	CRIP1	CRIP1	-0.344071023753459	8.07848881667269e-16	2.63994275241747e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PACS1	PACS1	PACS1	0.31423133851756	8.50296219845335e-16	2.77865501076872e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CWC27	CWC27	CWC27	0.260173937897139	8.64601212597766e-16	2.82540182542324e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RNF111	RNF111	RNF111	0.251939138652761	9.40853531550158e-16	3.07458426701793e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LINC00278	LINC00278	LINC00278	0.329699434309419	1.24260883922579e-15	4.06068049810721e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
IMMP2L	IMMP2L	IMMP2L	0.549651292092494	1.42008349783549e-15	4.64064408952482e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TCF12	TCF12	TCF12	0.35682873619285	1.73123134681643e-15	5.65743389698516e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ITSN2	ITSN2	ITSN2	0.292136096372644	1.84977478634593e-15	6.04481809857824e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LINC01184	LINC01184	LINC01184	0.273811265354096	2.2044520910949e-15	7.20385638082057e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LINC01811	LINC01811	LINC01811	0.370835719748961	2.61521744854138e-15	8.54618296311029e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CERT1	CERT1	CERT1	0.262116190936113	2.70005197163058e-15	8.82341090693304e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
STEAP1B	STEAP1B	STEAP1B	0.528644602154922	2.96958047348656e-15	9.70419422073317e-20	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
USP24	USP24	USP24	0.282259479396392	3.3099814721445e-15	1.08165794325169e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TTC37	TTC37	TTC37	0.256628222506546	3.39619457748443e-15	1.10983123998707e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
LCORL	LCORL	LCORL	0.316597461042905	3.67330550156694e-15	1.2003874061524e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AUH	AUH	AUH	0.288324911599102	4.84321872736634e-15	1.58269949588783e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
WDR70	WDR70	WDR70	0.265918490063229	4.95939398859169e-15	1.62066402685915e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
CCDC91	CCDC91	CCDC91	0.370959011724862	5.07251324929155e-15	1.65762989748425e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PSPC1	PSPC1	PSPC1	0.266713279835896	6.31802267013636e-15	2.06464581880865e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FTL	FTL	FTL	-0.274595814384574	8.85867023701803e-15	2.89489566910167e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
OAZ1	OAZ1	OAZ1	-0.272772186266468	9.01418930916993e-15	2.94571723445964e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
XYLT1	XYLT1	XYLT1	0.355209127911948	9.3065004160799e-15	3.04124061830656e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SLC9A9	SLC9A9	SLC9A9	0.284346874518058	1.33192982525825e-14	4.35256960641239e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
AC008014.1	AC008014.1	AC008014.1	0.355238864697943	1.34453114418792e-14	4.39374904149513e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
FTO	FTO	FTO	0.311123387399927	1.36954758561212e-14	4.47549944646293e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RELB	RELB	RELB	-0.300159511832662	1.53651830936483e-14	5.02113757512769e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
TAOK3	TAOK3	TAOK3	0.301587543889077	1.62708869978091e-14	5.31710957086668e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VPS50	VPS50	VPS50	0.250468208144151	1.70345556012212e-14	5.56666631849325e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
USP32	USP32	USP32	0.260847685243907	1.90844733839737e-14	6.23655219893915e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
SMARCA2	SMARCA2	SMARCA2	0.260040215152929	2.02155479343775e-14	6.60617232586435e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
VWA8	VWA8	VWA8	0.287119776997272	2.10709300433928e-14	6.88569982791177e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
DENND1A	DENND1A	DENND1A	0.265001882394814	2.16397675207085e-14	7.0715883535533e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
GAB1	GAB1	GAB1	0.320560416473093	2.41802293642529e-14	7.90177751192866e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
UMAD1	UMAD1	UMAD1	0.360283456277038	2.6155158333898e-14	8.54715804512858e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HSP90AA1	HSP90AA1	HSP90AA1	-0.321582552097267	2.75238159173522e-14	8.99441714890109e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
ARHGAP32	ARHGAP32	ARHGAP32	0.260393220447645	2.90674134707697e-14	9.49884430926105e-19	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PHIP	PHIP	PHIP	0.298335519207479	3.19265077226579e-14	1.04331583028848e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RFX3-AS1	RFX3-AS1	RFX3-AS1	0.252090129128381	3.31147940978279e-14	1.08214744935878e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
RBM39	RBM39	RBM39	-0.312654199395988	3.6597882505763e-14	1.1959701482227e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
PARP14	PARP14	PARP14	0.300301577489293	4.41090005407755e-14	1.44142350056454e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
IL7	IL7	IL7	0.271824629070895	4.44499412727726e-14	1.4525649904504e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
EXOC6	EXOC6	EXOC6	0.289727078522396	4.88718636851259e-14	1.59706753652253e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
HLA-DQB1	HLA-DQB1	HLA-DQB1	-0.362427085847699	5.10021428219611e-14	1.6666822267887e-18	B Cell	(R+45)_vs_(R+1)	OSD-570_PBMC_snRNA	unknown		C:\Users\jrcra\spaceflight-damage-response\data\raw\GLDS-562_snRNA-Seq_PBMC_Gene_Expression_snRNA-seq_Processed_Data.xlsx
